EJER;BILSEG;ENHED;TID;INDHOLD
I husholdningerne;Small SUV;Gennemsnitlig km pr liter (liter);2006M01;11,6
I husholdningerne;Small SUV;Gennemsnitlig slagvolumen (cm3);2006M01;1859,0
I husholdningerne;Medium SUV;Ny registrerede biler (antal);2006M01;34,0
I husholdningerne;Medium SUV;Købspris (mio. kr);2006M01;11,6
I husholdningerne;Medium SUV;Gennemsnitlig købspris (kr.);2006M01;342317,0
I husholdningerne;Medium SUV;Gennemsnitlig motoreffekt (kW);2006M01;108,0
I husholdningerne;Medium SUV;Gennemsnitlig km pr liter (liter);2006M01;11,5
I husholdningerne;Medium SUV;Gennemsnitlig slagvolumen (cm3);2006M01;2058,0
I husholdningerne;Large SUV;Ny registrerede biler (antal);2006M01;55,0
I husholdningerne;Large SUV;Købspris (mio. kr);2006M01;45,6
I husholdningerne;Large SUV;Gennemsnitlig købspris (kr.);2006M01;829688,0
I husholdningerne;Large SUV;Gennemsnitlig motoreffekt (kW);2006M01;128,0
I husholdningerne;Large SUV;Gennemsnitlig km pr liter (liter);2006M01;10,6
I husholdningerne;Large SUV;Gennemsnitlig slagvolumen (cm3);2006M01;2748,0
I husholdningerne;Andre bilsegmenter;Ny registrerede biler (antal);2006M01;0,0
I husholdningerne;Andre bilsegmenter;Købspris (mio. kr);2006M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2006M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2006M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2006M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2006M01;0,0
I husholdningerne;Uoplyst;Ny registrerede biler (antal);2006M01;108,0
I husholdningerne;Uoplyst;Købspris (mio. kr);2006M01;71,8
I husholdningerne;Uoplyst;Gennemsnitlig købspris (kr.);2006M01;665055,0
I husholdningerne;Uoplyst;Gennemsnitlig motoreffekt (kW);2006M01;93,0
I husholdningerne;Uoplyst;Gennemsnitlig km pr liter (liter);2006M01;11,3
I husholdningerne;Uoplyst;Gennemsnitlig slagvolumen (cm3);2006M01;2146,0
I husholdningerne;Small;Ny registrerede biler (antal);2006M01;2602,0
I husholdningerne;Small;Købspris (mio. kr);2006M01;394,1
I husholdningerne;Small;Gennemsnitlig købspris (kr.);2006M01;151442,0
I husholdningerne;Small;Gennemsnitlig motoreffekt (kW);2006M01;61,0
I husholdningerne;Small;Gennemsnitlig km pr liter (liter);2006M01;16,9
I husholdningerne;Small;Gennemsnitlig slagvolumen (cm3);2006M01;1366,0
I husholdningerne;Medium;Ny registrerede biler (antal);2006M01;1668,0
I husholdningerne;Medium;Købspris (mio. kr);2006M01;408,4
I husholdningerne;Medium;Gennemsnitlig købspris (kr.);2006M01;244833,0
I husholdningerne;Medium;Gennemsnitlig motoreffekt (kW);2006M01;82,0
I husholdningerne;Medium;Gennemsnitlig km pr liter (liter);2006M01;15,5
I husholdningerne;Medium;Gennemsnitlig slagvolumen (cm3);2006M01;1677,0
I husholdningerne;Large;Ny registrerede biler (antal);2006M01;1295,0
I husholdningerne;Large;Købspris (mio. kr);2006M01;440,9
I husholdningerne;Large;Gennemsnitlig købspris (kr.);2006M01;340723,0
I husholdningerne;Large;Gennemsnitlig motoreffekt (kW);2006M01;99,0
I husholdningerne;Large;Gennemsnitlig km pr liter (liter);2006M01;14,3
I husholdningerne;Large;Gennemsnitlig slagvolumen (cm3);2006M01;1943,0
I husholdningerne;Executive;Ny registrerede biler (antal);2006M01;120,0
I husholdningerne;Executive;Købspris (mio. kr);2006M01;74,6
I husholdningerne;Executive;Gennemsnitlig købspris (kr.);2006M01;621820,0
I husholdningerne;Executive;Gennemsnitlig motoreffekt (kW);2006M01;143,0
I husholdningerne;Executive;Gennemsnitlig km pr liter (liter);2006M01;11,4
I husholdningerne;Executive;Gennemsnitlig slagvolumen (cm3);2006M01;2664,0
I husholdningerne;Luxury;Ny registrerede biler (antal);2006M01;3,0
I husholdningerne;Luxury;Købspris (mio. kr);2006M01;1,1
I husholdningerne;Luxury;Gennemsnitlig købspris (kr.);2006M01;367330,0
I husholdningerne;Luxury;Gennemsnitlig motoreffekt (kW);2006M01;257,0
I husholdningerne;Luxury;Gennemsnitlig km pr liter (liter);2006M01;9,0
I husholdningerne;Luxury;Gennemsnitlig slagvolumen (cm3);2006M01;4807,0
I husholdningerne;Sport;Ny registrerede biler (antal);2006M01;5,0
I husholdningerne;Sport;Købspris (mio. kr);2006M01;2,2
I husholdningerne;Sport;Gennemsnitlig købspris (kr.);2006M01;447098,0
I husholdningerne;Sport;Gennemsnitlig motoreffekt (kW);2006M01;178,0
I husholdningerne;Sport;Gennemsnitlig km pr liter (liter);2006M01;9,5
I husholdningerne;Sport;Gennemsnitlig slagvolumen (cm3);2006M01;2497,0
I husholdningerne;Small MPV;Ny registrerede biler (antal);2006M01;587,0
I husholdningerne;Small MPV;Købspris (mio. kr);2006M01;133,2
I husholdningerne;Small MPV;Gennemsnitlig købspris (kr.);2006M01;226887,0
I husholdningerne;Small MPV;Gennemsnitlig motoreffekt (kW);2006M01;78,0
I husholdningerne;Small MPV;Gennemsnitlig km pr liter (liter);2006M01;14,8
I husholdningerne;Small MPV;Gennemsnitlig slagvolumen (cm3);2006M01;1645,0
I husholdningerne;Large MPV;Ny registrerede biler (antal);2006M01;319,0
I husholdningerne;Large MPV;Købspris (mio. kr);2006M01;108,8
I husholdningerne;Large MPV;Gennemsnitlig købspris (kr.);2006M01;341021,0
I husholdningerne;Large MPV;Gennemsnitlig motoreffekt (kW);2006M01;94,0
I husholdningerne;Large MPV;Gennemsnitlig km pr liter (liter);2006M01;13,6
I husholdningerne;Large MPV;Gennemsnitlig slagvolumen (cm3);2006M01;2026,0
I erhvervene;I alt;Ny registrerede biler (antal);2006M01;3417,0
I erhvervene;I alt;Købspris (mio. kr);2006M01;987,0
I erhvervene;I alt;Gennemsnitlig købspris (kr.);2006M01;288843,0
I erhvervene;I alt;Gennemsnitlig motoreffekt (kW);2006M01;84,0
I erhvervene;I alt;Gennemsnitlig km pr liter (liter);2006M01;15,5
I erhvervene;I alt;Gennemsnitlig slagvolumen (cm3);2006M01;1729,0
I erhvervene;Mini;Ny registrerede biler (antal);2006M01;264,0
I erhvervene;Mini;Købspris (mio. kr);2006M01;28,9
I erhvervene;Mini;Gennemsnitlig købspris (kr.);2006M01;109291,0
I erhvervene;Mini;Gennemsnitlig motoreffekt (kW);2006M01;49,0
I erhvervene;Mini;Gennemsnitlig km pr liter (liter);2006M01;20,9
I erhvervene;Mini;Gennemsnitlig slagvolumen (cm3);2006M01;1109,0
I erhvervene;Small SUV;Ny registrerede biler (antal);2006M01;51,0
I erhvervene;Small SUV;Købspris (mio. kr);2006M01;13,3
I erhvervene;Small SUV;Gennemsnitlig købspris (kr.);2006M01;260837,0
I erhvervene;Small SUV;Gennemsnitlig motoreffekt (kW);2006M01;94,0
I erhvervene;Small SUV;Gennemsnitlig km pr liter (liter);2006M01;11,6
I erhvervene;Small SUV;Gennemsnitlig slagvolumen (cm3);2006M01;1892,0
I erhvervene;Medium SUV;Ny registrerede biler (antal);2006M01;11,0
I erhvervene;Medium SUV;Købspris (mio. kr);2006M01;5,2
I erhvervene;Medium SUV;Gennemsnitlig købspris (kr.);2006M01;476955,0
I erhvervene;Medium SUV;Gennemsnitlig motoreffekt (kW);2006M01;123,0
I erhvervene;Medium SUV;Gennemsnitlig km pr liter (liter);2006M01;11,3
I erhvervene;Medium SUV;Gennemsnitlig slagvolumen (cm3);2006M01;2248,0
I erhvervene;Large SUV;Ny registrerede biler (antal);2006M01;51,0
I erhvervene;Large SUV;Købspris (mio. kr);2006M01;44,6
I erhvervene;Large SUV;Gennemsnitlig købspris (kr.);2006M01;873974,0
I erhvervene;Large SUV;Gennemsnitlig motoreffekt (kW);2006M01;131,0
I erhvervene;Large SUV;Gennemsnitlig km pr liter (liter);2006M01;10,4
I erhvervene;Large SUV;Gennemsnitlig slagvolumen (cm3);2006M01;3085,0
I erhvervene;Andre bilsegmenter;Ny registrerede biler (antal);2006M01;0,0
I erhvervene;Andre bilsegmenter;Købspris (mio. kr);2006M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2006M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2006M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2006M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2006M01;0,0
I erhvervene;Uoplyst;Ny registrerede biler (antal);2006M01;114,0
I erhvervene;Uoplyst;Købspris (mio. kr);2006M01;69,4
I erhvervene;Uoplyst;Gennemsnitlig købspris (kr.);2006M01;608382,0
I erhvervene;Uoplyst;Gennemsnitlig motoreffekt (kW);2006M01;92,0
I erhvervene;Uoplyst;Gennemsnitlig km pr liter (liter);2006M01;11,5
I erhvervene;Uoplyst;Gennemsnitlig slagvolumen (cm3);2006M01;2159,0
I erhvervene;Small;Ny registrerede biler (antal);2006M01;793,0
I erhvervene;Small;Købspris (mio. kr);2006M01;124,5
I erhvervene;Small;Gennemsnitlig købspris (kr.);2006M01;156942,0
I erhvervene;Small;Gennemsnitlig motoreffekt (kW);2006M01;60,0
I erhvervene;Small;Gennemsnitlig km pr liter (liter);2006M01;17,8
I erhvervene;Small;Gennemsnitlig slagvolumen (cm3);2006M01;1345,0
I erhvervene;Medium;Ny registrerede biler (antal);2006M01;616,0
I erhvervene;Medium;Købspris (mio. kr);2006M01;153,4
I erhvervene;Medium;Gennemsnitlig købspris (kr.);2006M01;248995,0
I erhvervene;Medium;Gennemsnitlig motoreffekt (kW);2006M01;83,0
I erhvervene;Medium;Gennemsnitlig km pr liter (liter);2006M01;15,7
I erhvervene;Medium;Gennemsnitlig slagvolumen (cm3);2006M01;1677,0
I erhvervene;Large;Ny registrerede biler (antal);2006M01;1040,0
I erhvervene;Large;Købspris (mio. kr);2006M01;354,4
I erhvervene;Large;Gennemsnitlig købspris (kr.);2006M01;340804,0
I erhvervene;Large;Gennemsnitlig motoreffekt (kW);2006M01;102,0
I erhvervene;Large;Gennemsnitlig km pr liter (liter);2006M01;13,9
I erhvervene;Large;Gennemsnitlig slagvolumen (cm3);2006M01;1942,0
I erhvervene;Executive;Ny registrerede biler (antal);2006M01;105,0
I erhvervene;Executive;Købspris (mio. kr);2006M01;73,4
I erhvervene;Executive;Gennemsnitlig købspris (kr.);2006M01;699262,0
I erhvervene;Executive;Gennemsnitlig motoreffekt (kW);2006M01;143,0
I erhvervene;Executive;Gennemsnitlig km pr liter (liter);2006M01;11,8
I erhvervene;Executive;Gennemsnitlig slagvolumen (cm3);2006M01;2677,0
I erhvervene;Luxury;Ny registrerede biler (antal);2006M01;10,0
I erhvervene;Luxury;Købspris (mio. kr);2006M01;9,2
I erhvervene;Luxury;Gennemsnitlig købspris (kr.);2006M01;918802,0
I erhvervene;Luxury;Gennemsnitlig motoreffekt (kW);2006M01;269,0
I erhvervene;Luxury;Gennemsnitlig km pr liter (liter);2006M01;8,3
I erhvervene;Luxury;Gennemsnitlig slagvolumen (cm3);2006M01;4680,0
I erhvervene;Sport;Ny registrerede biler (antal);2006M01;7,0
I erhvervene;I alt;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;I alt;Gennemsnitlig km pr liter (liter);2004M05;14,6
I erhvervene;I alt;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Mini;Ny registrerede biler (antal);2004M05;153,0
I erhvervene;Mini;Købspris (mio. kr);2004M05;16,9
I erhvervene;Mini;Gennemsnitlig købspris (kr.);2004M05;110453,0
I erhvervene;Mini;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Mini;Gennemsnitlig km pr liter (liter);2004M05;19,7
I erhvervene;Mini;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Small SUV;Ny registrerede biler (antal);2004M05;15,0
I erhvervene;Small SUV;Købspris (mio. kr);2004M05;3,5
I erhvervene;Small SUV;Gennemsnitlig købspris (kr.);2004M05;233094,0
I erhvervene;Small SUV;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Small SUV;Gennemsnitlig km pr liter (liter);2004M05;11,8
I erhvervene;Small SUV;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Medium SUV;Ny registrerede biler (antal);2004M05;16,0
I erhvervene;Medium SUV;Købspris (mio. kr);2004M05;5,7
I erhvervene;Medium SUV;Gennemsnitlig købspris (kr.);2004M05;354178,0
I erhvervene;Medium SUV;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Medium SUV;Gennemsnitlig km pr liter (liter);2004M05;10,9
I erhvervene;Medium SUV;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Large SUV;Ny registrerede biler (antal);2004M05;12,0
I erhvervene;Large SUV;Købspris (mio. kr);2004M05;8,1
I erhvervene;Large SUV;Gennemsnitlig købspris (kr.);2004M05;671180,0
I erhvervene;Large SUV;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Large SUV;Gennemsnitlig km pr liter (liter);2004M05;9,2
I erhvervene;Large SUV;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Andre bilsegmenter;Ny registrerede biler (antal);2004M05;0,0
I erhvervene;Andre bilsegmenter;Købspris (mio. kr);2004M05;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2004M05;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2004M05;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Uoplyst;Ny registrerede biler (antal);2004M05;119,0
I erhvervene;Uoplyst;Købspris (mio. kr);2004M05;51,0
I erhvervene;Uoplyst;Gennemsnitlig købspris (kr.);2004M05;428529,0
I erhvervene;Uoplyst;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Uoplyst;Gennemsnitlig km pr liter (liter);2004M05;12,1
I erhvervene;Uoplyst;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Small;Ny registrerede biler (antal);2004M05;634,0
I erhvervene;Small;Købspris (mio. kr);2004M05;98,4
I erhvervene;Small;Gennemsnitlig købspris (kr.);2004M05;155256,0
I erhvervene;Small;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Small;Gennemsnitlig km pr liter (liter);2004M05;17,1
I erhvervene;Small;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Medium;Ny registrerede biler (antal);2004M05;874,0
I erhvervene;Medium;Købspris (mio. kr);2004M05;223,5
I erhvervene;Medium;Gennemsnitlig købspris (kr.);2004M05;255722,0
I erhvervene;Medium;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Medium;Gennemsnitlig km pr liter (liter);2004M05;15,2
I erhvervene;Medium;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Large;Ny registrerede biler (antal);2004M05;1289,0
I erhvervene;Large;Købspris (mio. kr);2004M05;415,1
I erhvervene;Large;Gennemsnitlig købspris (kr.);2004M05;322064,0
I erhvervene;Large;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Large;Gennemsnitlig km pr liter (liter);2004M05;13,4
I erhvervene;Large;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Executive;Ny registrerede biler (antal);2004M05;102,0
I erhvervene;Executive;Købspris (mio. kr);2004M05;57,6
I erhvervene;Executive;Gennemsnitlig købspris (kr.);2004M05;564586,0
I erhvervene;Executive;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Executive;Gennemsnitlig km pr liter (liter);2004M05;11,1
I erhvervene;Executive;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Luxury;Ny registrerede biler (antal);2004M05;3,0
I erhvervene;Luxury;Købspris (mio. kr);2004M05;4,5
I erhvervene;Luxury;Gennemsnitlig købspris (kr.);2004M05;1511866,0
I erhvervene;Luxury;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Luxury;Gennemsnitlig km pr liter (liter);2004M05;8,6
I erhvervene;Luxury;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Sport;Ny registrerede biler (antal);2004M05;8,0
I erhvervene;Sport;Købspris (mio. kr);2004M05;4,3
I erhvervene;Sport;Gennemsnitlig købspris (kr.);2004M05;532767,0
I erhvervene;Sport;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Sport;Gennemsnitlig km pr liter (liter);2004M05;9,7
I erhvervene;Sport;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Small MPV;Ny registrerede biler (antal);2004M05;298,0
I erhvervene;Small MPV;Købspris (mio. kr);2004M05;70,0
I erhvervene;Small MPV;Gennemsnitlig købspris (kr.);2004M05;234884,0
I erhvervene;Small MPV;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Small MPV;Gennemsnitlig km pr liter (liter);2004M05;14,6
I erhvervene;Small MPV;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I erhvervene;Large MPV;Ny registrerede biler (antal);2004M05;165,0
I erhvervene;Large MPV;Købspris (mio. kr);2004M05;55,5
I erhvervene;Large MPV;Gennemsnitlig købspris (kr.);2004M05;336646,0
I erhvervene;Large MPV;Gennemsnitlig motoreffekt (kW);2004M05;0,0
I erhvervene;Large MPV;Gennemsnitlig km pr liter (liter);2004M05;12,7
I erhvervene;Large MPV;Gennemsnitlig slagvolumen (cm3);2004M05;0,0
I alt;I alt;Ny registrerede biler (antal);2004M06;12593,0
I alt;I alt;Købspris (mio. kr);2004M06;3130,4
I alt;I alt;Gennemsnitlig købspris (kr.);2004M06;248586,0
I alt;I alt;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;I alt;Gennemsnitlig km pr liter (liter);2004M06;15,2
I alt;I alt;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Mini;Ny registrerede biler (antal);2004M06;875,0
I alt;Mini;Købspris (mio. kr);2004M06;104,8
I alt;Mini;Gennemsnitlig købspris (kr.);2004M06;119801,0
I alt;Mini;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Mini;Gennemsnitlig km pr liter (liter);2004M06;19,9
I alt;Mini;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Small SUV;Ny registrerede biler (antal);2004M06;137,0
I alt;Small SUV;Købspris (mio. kr);2004M06;33,2
I alt;Small SUV;Gennemsnitlig købspris (kr.);2004M06;242054,0
I alt;Small SUV;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Small SUV;Gennemsnitlig km pr liter (liter);2004M06;11,8
I alt;Small SUV;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Medium SUV;Ny registrerede biler (antal);2004M06;42,0
I alt;Medium SUV;Købspris (mio. kr);2004M06;15,0
I alt;Medium SUV;Gennemsnitlig købspris (kr.);2004M06;356508,0
I alt;Medium SUV;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Medium SUV;Gennemsnitlig km pr liter (liter);2004M06;10,7
I alt;Medium SUV;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Large SUV;Ny registrerede biler (antal);2004M06;41,0
I alt;Large SUV;Købspris (mio. kr);2004M06;26,6
I alt;Large SUV;Gennemsnitlig købspris (kr.);2004M06;648727,0
I alt;Large SUV;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Large SUV;Gennemsnitlig km pr liter (liter);2004M06;9,6
I alt;Large SUV;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Andre bilsegmenter;Ny registrerede biler (antal);2004M06;0,0
I alt;Andre bilsegmenter;Købspris (mio. kr);2004M06;0,0
I alt;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2004M06;0,0
I alt;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2004M06;0,0
I alt;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Uoplyst;Ny registrerede biler (antal);2004M06;315,0
I alt;Uoplyst;Købspris (mio. kr);2004M06;134,3
I alt;Uoplyst;Gennemsnitlig købspris (kr.);2004M06;426462,0
I alt;Uoplyst;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Uoplyst;Gennemsnitlig km pr liter (liter);2004M06;11,3
I alt;Uoplyst;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Small;Ny registrerede biler (antal);2004M06;2773,0
I alt;Small;Købspris (mio. kr);2004M06;443,6
I alt;Small;Gennemsnitlig købspris (kr.);2004M06;159973,0
I alt;Small;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Small;Gennemsnitlig km pr liter (liter);2004M06;17,4
I alt;Small;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Medium;Ny registrerede biler (antal);2004M06;3210,0
I alt;Medium;Købspris (mio. kr);2004M06;778,1
I alt;Medium;Gennemsnitlig købspris (kr.);2004M06;242402,0
I alt;Medium;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Medium;Gennemsnitlig km pr liter (liter);2004M06;15,2
I alt;Medium;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Large;Ny registrerede biler (antal);2004M06;2873,0
I alt;Large;Købspris (mio. kr);2004M06;890,9
I alt;Large;Gennemsnitlig købspris (kr.);2004M06;310102,0
I alt;Large;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Large;Gennemsnitlig km pr liter (liter);2004M06;13,3
I alt;Large;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Executive;Ny registrerede biler (antal);2004M06;304,0
I alt;Executive;Købspris (mio. kr);2004M06;175,6
I alt;Executive;Gennemsnitlig købspris (kr.);2004M06;577727,0
I alt;Executive;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Executive;Gennemsnitlig km pr liter (liter);2004M06;11,3
I alt;Executive;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Luxury;Ny registrerede biler (antal);2004M06;3,0
I alt;Luxury;Købspris (mio. kr);2004M06;2,4
I alt;Luxury;Gennemsnitlig købspris (kr.);2004M06;800504,0
I alt;Luxury;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Luxury;Gennemsnitlig km pr liter (liter);2004M06;9,4
I alt;Luxury;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Sport;Ny registrerede biler (antal);2004M06;20,0
I alt;Sport;Købspris (mio. kr);2004M06;10,7
I alt;Sport;Gennemsnitlig købspris (kr.);2004M06;536528,0
I alt;Sport;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Sport;Gennemsnitlig km pr liter (liter);2004M06;9,6
I alt;Sport;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Small MPV;Ny registrerede biler (antal);2004M06;1510,0
I alt;Small MPV;Købspris (mio. kr);2004M06;336,4
I alt;Small MPV;Gennemsnitlig købspris (kr.);2004M06;222788,0
I alt;Small MPV;Gennemsnitlig motoreffekt (kW);2004M06;0,0
I alt;Small MPV;Gennemsnitlig km pr liter (liter);2004M06;14,8
I alt;Small MPV;Gennemsnitlig slagvolumen (cm3);2004M06;0,0
I alt;Large MPV;Ny registrerede biler (antal);2004M06;490,0
I alt;Large MPV;Købspris (mio. kr);2004M06;178,7
I alt;Large MPV;Gennemsnitlig købspris (kr.);2004M06;364784,0
I alt;Large MPV;Gennemsnitlig motoreffekt (kW);2004M06;0,0
